;purchdate;amount;mcc;mrchcity;mrchname;cnum;store_name;merchant_name;category_x;cnum_;categorycode;gender;age;married_;residenttype;category_y;description
13862212;2019-10-27 00:00:00;2050.0;5812;MOSCOW;J-D KOJXT7JDO7;KNFDDD;Сыроварня;J-D KOJXT7JDO7;Restaurants;KNFDDD;85;M;34;not_married;R;85;Premium Direct Payroll Customer
3955362;2019-11-05 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELEJXD;Vendex;T1D81N;Fast Food;ELEJXD;50;F;27;not_married;R;50;Corporate customer employee/ payroll scheme
62787414;2019-10-21 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;ELKLNF;Vendex;T1D81N;Fast Food;ELKLNF;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
54319800;2019-11-21 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELSOH0;Vendex;T1D81N;Fast Food;ELSOH0;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
22800223;2019-12-04 00:00:00;1009.5;5814;MOSKVA;3AH10 D7KLKIADO4O;EEBXKE;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;EEBXKE;81;M;27;not_married;R;81;Affluent Banking payroll customer
64730221;2019-11-30 00:00:00;190.0;5814;MOSCOW;L8I;EEI20G;Upside Down Cake;L8I;Fast Food;EEI20G;70;F;24;not_married;R;70;Regular retail banking customer
51967789;2019-10-14 00:00:00;68.0;5814;SANKT-PETERBU;T1D81N;ELUIRZ;Vendex;T1D81N;Fast Food;ELUIRZ;50;M;25;not_married;R;50;Corporate customer employee/ payroll scheme
9335362;2019-11-20 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELHS4K;Vendex;T1D81N;Fast Food;ELHS4K;50;F;35;not_married;R;50;Corporate customer employee/ payroll scheme
18472353;2019-12-10 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;RNINTQ;Vendex;T1D81N;Fast Food;RNINTQ;84;M;68;not_married;R;84;Premium Direct Regular Customer
19195410;2019-12-04 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;EE705F;Vendex;T1D81N;Fast Food;EE705F;50;F;48;not_married;R;50;Corporate customer employee/ payroll scheme
20683871;2019-10-07 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;E4NDEC;Vendex;T1D81N;Fast Food;E4NDEC;70;M;23;not_married;R;70;Regular retail banking customer
15925072;2019-10-11 00:00:00;115.0;5814;MOSKVA;IX991 WX4DE;EE7GZY;Кофе Поинт;IX991 WX4DE;Fast Food;EE7GZY;50;F;28;not_married;R;50;Corporate customer employee/ payroll scheme
5397001;2019-11-11 00:00:00;145.0;5814;MOSKVA;IX9911 WX4DE;NMMJIR;Кофе Поинт;IX9911 WX4DE;Fast Food;NMMJIR;50;F;39;not_married;R;50;Corporate customer employee/ payroll scheme
38367450;2019-09-27 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;BGXDOF;Vendex;T1D81N;Fast Food;BGXDOF;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
50475533;2019-10-02 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;9SYDYX;Vendex;T1D81N;Fast Food;9SYDYX;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
29302643;2019-12-14 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELSH08;Vendex;T1D81N;Fast Food;ELSH08;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
10427822;2019-10-01 00:00:00;85.0;5814;MOSKVA;IX9911 WX4DE;JTRLTQ;Кофе Поинт;IX9911 WX4DE;Fast Food;JTRLTQ;70;M;60;not_married;R;70;Regular retail banking customer
26265690;2019-11-07 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELS2RJ;Vendex;T1D81N;Fast Food;ELS2RJ;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
32469740;2019-12-10 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;QDYOGC;Vendex;T1D81N;Fast Food;QDYOGC;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
53044007;2019-11-23 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHS1U;Vendex;T1D81N;Fast Food;ELHS1U;50;F;49;not_married;R;50;Corporate customer employee/ payroll scheme
3580216;2019-12-01 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4XUXL;Vendex;T1D81N;Fast Food;E4XUXL;70;F;32;not_married;R;70;Regular retail banking customer
31675271;2019-10-07 00:00:00;354.0;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;IPNQIM;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;IPNQIM;50;M;56;not_married;R;50;Corporate customer employee/ payroll scheme
35094887;2019-09-25 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;ELEVZS;Vendex;T1D81N;Fast Food;ELEVZS;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
47958802;2019-11-26 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;1FYNHG;Vendex;T1D81N;Fast Food;1FYNHG;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
13915285;2019-09-19 00:00:00;125.0;5814;MOSKVA;IX9911 WX4DE;ZONHNG;Кофе Поинт;IX9911 WX4DE;Fast Food;ZONHNG;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
46766387;2019-09-24 00:00:00;329.99;5411;SANKT-PETERBU;6 KA7ZXT;KFSFSS;7 шагов;6 KA7ZXT;Supermarkets;KFSFSS;50;F;46;not_married;R;50;Corporate customer employee/ payroll scheme
64795329;2019-11-22 00:00:00;329.97;5411;SANKT-PETERBU;6 KA7ZXT;ELQIZE;7 шагов;6 KA7ZXT;Supermarkets;ELQIZE;50;M;54;not_married;R;50;Corporate customer employee/ payroll scheme
37256031;2019-11-15 00:00:00;100.0;5814;SANKT-PETERBU;T1D81N;E4EJYA;Vendex;T1D81N;Fast Food;E4EJYA;70;F;28;not_married;R;70;Regular retail banking customer
28834527;2019-11-27 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4568F;Vendex;T1D81N;Fast Food;E4568F;50;M;58;not_married;R;50;Corporate customer employee/ payroll scheme
44054033;2019-11-06 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;UYHNGF;Vendex;T1D81N;Fast Food;UYHNGF;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
3581432;2019-10-20 00:00:00;956.0;5812;UFA;KTXO7 3XCW7D4O7;E4TAU6;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;E4TAU6;50;F;24;not_married;R;50;Corporate customer employee/ payroll scheme
33925604;2019-12-13 00:00:00;374.61;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;ELD5CK;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;ELD5CK;85;M;72;married;R;85;Premium Direct Payroll Customer
46493987;2019-12-13 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELGXKI;Vendex;T1D81N;Fast Food;ELGXKI;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
32692270;2019-11-28 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;EEJG8A;Vendex;T1D81N;Fast Food;EEJG8A;50;M;28;married;R;50;Corporate customer employee/ payroll scheme
9661779;2019-10-03 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHS01;Vendex;T1D81N;Fast Food;ELHS01;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
66002;2019-10-11 00:00:00;115.0;5814;MOSKVA;IX9911 WX4DE;E4ENB1;Кофе Поинт;IX9911 WX4DE;Fast Food;E4ENB1;84;M;31;not_married;R;84;Premium Direct Regular Customer
42266452;2019-11-07 00:00:00;450.0;5814;MOSCOW;LWK481 8XUD I731;7SDYXH;Upside Down Cake;LWK481 8XUD I731;Fast Food;7SDYXH;50;F;32;married;R;50;Corporate customer employee/ payroll scheme
54844756;2019-12-12 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;EE20U1;Vendex;T1D81N;Fast Food;EE20U1;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
44710999;2019-10-30 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELGYSM;Vendex;T1D81N;Fast Food;ELGYSM;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
6397364;2019-11-13 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;ELH4EX;Vendex;T1D81N;Fast Food;ELH4EX;50;F;40;not_married;R;50;Corporate customer employee/ payroll scheme
4660176;2019-12-02 00:00:00;177.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;ELC2KZ;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;ELC2KZ;70;M;24;not_married;R;70;Regular retail banking customer
38064715;2019-09-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;PMTQMK;Vendex;T1D81N;Fast Food;PMTQMK;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
46759180;2019-10-02 00:00:00;352.81;5411;SANKT-PETERBU;6 KA7ZXT;EETAZ5;7 шагов;6 KA7ZXT;Supermarkets;EETAZ5;50;M;54;not_married;R;50;Corporate customer employee/ payroll scheme
49588567;2019-12-12 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;THDDFH;Vendex;T1D81N;Fast Food;THDDFH;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
44126430;2019-12-15 00:00:00;480.0;5814;MOSCOW;L8I;2CGXGS;Upside Down Cake;L8I;Fast Food;2CGXGS;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
22410048;2019-10-18 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;EE2EZ9;Vendex;T1D81N;Fast Food;EE2EZ9;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
29980575;2019-10-18 00:00:00;68.0;5814;SANKT-PETERBU;T1D81N;BSSCOS;Vendex;T1D81N;Fast Food;BSSCOS;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
50462850;2019-12-04 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;6DGHSF;Vendex;T1D81N;Fast Food;6DGHSF;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
38434650;2019-10-31 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;BFHHCF;Vendex;T1D81N;Fast Food;BFHHCF;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
32244909;2019-12-12 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ANFOFO;Vendex;T1D81N;Fast Food;ANFOFO;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
3981086;2019-12-13 00:00:00;116.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;ELXZRD;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;ELXZRD;70;F;23;not_married;R;70;Regular retail banking customer
19792629;2019-11-15 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;2OSCFX;Vendex;T1D81N;Fast Food;2OSCFX;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
33432230;2019-09-25 00:00:00;115.0;5814;MOSKVA;IX991 WX4DE;E4OSAU;Кофе Поинт;IX991 WX4DE;Fast Food;E4OSAU;81;M;53;married;R;81;Affluent Banking payroll customer
10568692;2019-09-27 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;ELSJOR;Vendex;T1D81N;Fast Food;ELSJOR;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
37790832;2019-11-29 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;0NCDHN;Vendex;T1D81N;Fast Food;0NCDHN;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
34294835;2019-10-25 00:00:00;38.0;5814;SANKT-PETERBU;T1D81N;ELVD1V;Vendex;T1D81N;Fast Food;ELVD1V;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
34283181;2019-12-18 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;4CCHCY;Vendex;T1D81N;Fast Food;4CCHCY;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
8581816;2019-11-03 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNYO;Vendex;T1D81N;Fast Food;ELHNYO;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
37232492;2019-10-24 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;QFGDFO;Vendex;T1D81N;Fast Food;QFGDFO;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
63166676;2019-09-23 00:00:00;42.0;5814;SANKT-PETERBU;T1D81N;ELQMGX;Vendex;T1D81N;Fast Food;ELQMGX;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
22730502;2019-09-18 00:00:00;35.0;5814;JANINO-PERVOE;T1D81N;ZHGHYG;Vendex;T1D81N;Fast Food;ZHGHYG;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
50675800;2019-10-14 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELPMKN;Vendex;T1D81N;Fast Food;ELPMKN;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
18888164;2019-10-28 00:00:00;110.0;5814;MOSCOW;L8I;ELG6EP;Upside Down Cake;L8I;Fast Food;ELG6EP;81;M;31;not_married;R;81;Affluent Banking payroll customer
8323638;2019-10-01 00:00:00;893.55;5411;SANKT-PETERBU;6 KA7ZXT;QSSYXX;7 шагов;6 KA7ZXT;Supermarkets;QSSYXX;70;M;44;married;R;70;Regular retail banking customer
34244896;2019-11-22 00:00:00;120.0;5814;MOSKVA;IX9911 WX4DE;NPNKRI;Кофе Поинт;IX9911 WX4DE;Fast Food;NPNKRI;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
48076204;2019-10-04 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNTB;Vendex;T1D81N;Fast Food;ELHNTB;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
48087189;2019-09-15 00:00:00;97.44;5411;SANKT-PETERBU;6 KA7ZXT;RQTRQI;7 шагов;6 KA7ZXT;Supermarkets;RQTRQI;50;M;55;married;R;50;Corporate customer employee/ payroll scheme
15124154;2019-11-24 00:00:00;320.0;5814;MOSKVA;AH10 D7KLKIADO4;ELG4SO;Хлеб Насущный;AH10 D7KLKIADO4;Fast Food;ELG4SO;50;F;27;not_married;R;50;Corporate customer employee/ payroll scheme
36276223;2019-11-21 00:00:00;24.0;5814;SANKT-PETERBU;T1D81N;4SDNYD;Vendex;T1D81N;Fast Food;4SDNYD;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
23342328;2019-11-18 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ENCGYH;Vendex;T1D81N;Fast Food;ENCGYH;81;M;46;married;R;81;Affluent Banking payroll customer
41464771;2019-10-19 00:00:00;57.0;5814;SANKT-PETERBU;T1D81N;EEJG8B;Vendex;T1D81N;Fast Food;EEJG8B;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
62915211;2019-10-29 00:00:00;1999.84;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;8NCHCG;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;8NCHCG;70;M;35;married;R;70;Regular retail banking customer
46541678;2019-12-05 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;E4OYEV;Vendex;T1D81N;Fast Food;E4OYEV;50;F;28;married;R;50;Corporate customer employee/ payroll scheme
8259196;2019-10-19 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;EL6IIB;Vendex;T1D81N;Fast Food;EL6IIB;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
55811741;2019-12-06 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;KJLQQK;Vendex;T1D81N;Fast Food;KJLQQK;80;M;40;not_married;R;80;Affluent Banking regular customer
26423786;2019-12-12 00:00:00;36.0;5814;SANKT-PETERBU;T1D81N;ELHNT4;Vendex;T1D81N;Fast Food;ELHNT4;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
28892465;2019-09-18 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;ELSH0J;Vendex;T1D81N;Fast Food;ELSH0J;50;M;42;not_married;R;50;Corporate customer employee/ payroll scheme
35360250;2019-12-14 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELHDQQ;Vendex;T1D81N;Fast Food;ELHDQQ;50;M;28;married;R;50;Corporate customer employee/ payroll scheme
49863577;2019-12-02 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;PXCOSS;Vendex;T1D81N;Fast Food;PXCOSS;50;M;46;married;R;50;Corporate customer employee/ payroll scheme
59767012;2019-12-02 00:00:00;48.0;5814;SANKT-PETERBU;T1D81N;ELSHI8;Vendex;T1D81N;Fast Food;ELSHI8;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
2423664;2019-09-23 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;2FFSXY;Vendex;T1D81N;Fast Food;2FFSXY;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
3065734;2019-11-28 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4FEN7;Vendex;T1D81N;Fast Food;E4FEN7;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
23035100;2019-11-05 00:00:00;475.0;5814;MOSKVA;3AH10 D7KLKIADO4O;E4HRXI;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;E4HRXI;50;F;24;not_married;R;50;Corporate customer employee/ payroll scheme
32523463;2019-12-05 00:00:00;20.0;5814;GATCHINA;T1D81N;ELHD9K;Vendex;T1D81N;Fast Food;ELHD9K;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
26998534;2019-10-26 00:00:00;8121.82;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;RNQNKJ;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;RNQNKJ;70;F;51;married;R;70;Regular retail banking customer
23203841;2019-10-03 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;2YDCHS;Vendex;T1D81N;Fast Food;2YDCHS;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
24260193;2019-10-23 00:00:00;175.0;5814;MOSKVA;IX9911 WX4DE;ELU822;Кофе Поинт;IX9911 WX4DE;Fast Food;ELU822;70;M;59;married;R;70;Regular retail banking customer
7759875;2019-10-31 00:00:00;38.0;5814;SANKT-PETERBU;T1D81N;BHFNYG;Vendex;T1D81N;Fast Food;BHFNYG;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
53779179;2019-10-25 00:00:00;3889.99;5411;EKATERINBURG;C1EJX KEXJ1 MVQV;7XXFYO;Метро Стор 1030;C1EJX KEXJ1 MVQV;Supermarkets;7XXFYO;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
69834347;2019-12-18 00:00:00;440.0;5814;MOSCOW;IX9911 WX4DE;RQPNTL;Кофе Поинт;IX9911 WX4DE;Fast Food;RQPNTL;70;M;43;married;R;70;Regular retail banking customer
33152168;2019-09-21 00:00:00;3286.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;NRPTLM;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;NRPTLM;70;F;60;not_married;R;70;Regular retail banking customer
47960012;2019-10-18 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELEMUC;Vendex;T1D81N;Fast Food;ELEMUC;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
43694537;2019-10-11 00:00:00;33.0;5814;SANKT-PETERBU;T1D81N;PNCNCC;Vendex;T1D81N;Fast Food;PNCNCC;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
40207278;2019-12-17 00:00:00;48.0;5814;SANKT-PETERBU;T1D81N;BOOGCC;Vendex;T1D81N;Fast Food;BOOGCC;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
46484400;2019-10-14 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;QDNHCN;Vendex;T1D81N;Fast Food;QDNHCN;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
38578857;2019-10-31 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4OUZY;Vendex;T1D81N;Fast Food;E4OUZY;50;F;20;not_married;R;50;Corporate customer employee/ payroll scheme
35970494;2019-10-03 00:00:00;120.0;5814;MOSKVA;IX9911 WX4DE;IQTTPP;Кофе Поинт;IX9911 WX4DE;Fast Food;IQTTPP;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
20601848;2019-10-10 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELHNLR;Vendex;T1D81N;Fast Food;ELHNLR;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
39042664;2019-12-18 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELSIAQ;Vendex;T1D81N;Fast Food;ELSIAQ;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
49270975;2019-10-02 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;8EEAC0;Vendex;T1D81N;Fast Food;8EEAC0;81;M;44;married;N;81;Affluent Banking payroll customer
64643737;2019-12-07 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;E45JYI;Vendex;T1D81N;Fast Food;E45JYI;50;F;42;not_married;R;50;Corporate customer employee/ payroll scheme
55223445;2019-11-26 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;8ELO42;Vendex;T1D81N;Fast Food;8ELO42;50;M;24;not_married;N;50;Corporate customer employee/ payroll scheme
37469336;2019-11-15 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EL1DD0;Vendex;T1D81N;Fast Food;EL1DD0;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
2961006;2019-10-08 00:00:00;154.0;5814;MOSKVA;3AH10 D7KLKIADO4O;ELZ91J;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;ELZ91J;50;F;30;not_married;R;50;Corporate customer employee/ payroll scheme
47356157;2019-11-26 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;EEB08J;Vendex;T1D81N;Fast Food;EEB08J;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
47846106;2019-11-01 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;BOXCSX;Vendex;T1D81N;Fast Food;BOXCSX;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
36993288;2019-12-10 00:00:00;70.0;5812;KALUGA;IX991 WX4DE;ELBBOQ;Кофе Поинт;IX991 WX4DE;Restaurants;ELBBOQ;50;F;24;not_married;R;50;Corporate customer employee/ payroll scheme
24095593;2019-10-30 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELKHHO;Vendex;T1D81N;Fast Food;ELKHHO;50;M;50;not_married;R;50;Corporate customer employee/ payroll scheme
49801099;2019-10-30 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELDY06;Vendex;T1D81N;Fast Food;ELDY06;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
63279425;2019-11-29 00:00:00;2480.77;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;ELRVYN;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;ELRVYN;70;F;52;married;R;70;Regular retail banking customer
40252823;2019-10-29 00:00:00;399.94;5411;SANKT-PETERBU;6 KA7ZXT;EEJZZH;7 шагов;6 KA7ZXT;Supermarkets;EEJZZH;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
10054476;2019-11-01 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;ASCDFX;Vendex;T1D81N;Fast Food;ASCDFX;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
12116616;2019-12-17 00:00:00;96.0;5814;MOSCOW;IX9911 WX4DE;EE12JX;Кофе Поинт;IX9911 WX4DE;Fast Food;EE12JX;50;M;40;married;R;50;Corporate customer employee/ payroll scheme
64204246;2019-11-30 00:00:00;1274.0;5814;MOSCOW;L8I;KLQRMM;Upside Down Cake;L8I;Fast Food;KLQRMM;70;M;39;not_married;R;70;Regular retail banking customer
45631232;2019-11-27 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;RIKIRJ;Vendex;T1D81N;Fast Food;RIKIRJ;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
34655070;2019-11-14 00:00:00;110.0;5814;SANKT-PETERBU;T1D81N;ELHTYT;Vendex;T1D81N;Fast Food;ELHTYT;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
59145891;2019-10-14 00:00:00;68.0;5814;SANKT-PETERBU;T1D81N;ELRB7N;Vendex;T1D81N;Fast Food;ELRB7N;50;M;61;not_married;R;50;Corporate customer employee/ payroll scheme
5524958;2019-11-12 00:00:00;130.0;5814;MOSKVA;IX9911 WX4DE;EE7DVQ;Кофе Поинт;IX9911 WX4DE;Fast Food;EE7DVQ;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
43777054;2019-11-15 00:00:00;38.0;5814;SANKT-PETERBU;T1D81N;E4SDAP;Vendex;T1D81N;Fast Food;E4SDAP;70;M;42;not_married;R;70;Regular retail banking customer
2091219;2019-12-10 00:00:00;2990.0;5812;MOSCOW;3791 W4II1J47 73781C4O;IYDDOC;Академия;3791 W4II1J47 73781C4O;Restaurants;IYDDOC;85;F;32;not_married;R;85;Premium Direct Payroll Customer
37320721;2019-10-22 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;EL2M62;Vendex;T1D81N;Fast Food;EL2M62;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
7245081;2019-10-31 00:00:00;385.0;5814;MOSKVA;3AH10 D7KLKIADO4O;LJQPPQ;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;LJQPPQ;81;F;37;not_married;R;81;Affluent Banking payroll customer
27834215;2019-09-19 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4FG04;Vendex;T1D81N;Fast Food;E4FG04;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
32396964;2019-12-03 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;0NCDOD;Vendex;T1D81N;Fast Food;0NCDOD;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
36348409;2019-10-25 00:00:00;85.0;5814;MOSKVA;IX9911 WX4DE;EL6QJI;Кофе Поинт;IX9911 WX4DE;Fast Food;EL6QJI;50;M;60;married;R;50;Corporate customer employee/ payroll scheme
49893790;2019-10-13 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;ELHSMH;Vendex;T1D81N;Fast Food;ELHSMH;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
40290121;2019-10-20 00:00:00;16.0;5814;GATCHINA;T1D81N;0OHYSC;Vendex;T1D81N;Fast Food;0OHYSC;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
26699887;2019-11-01 00:00:00;330.0;5812;CHELYABINSK;KTXO7 3XCW7D4O7;EEVMHI;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;EEVMHI;50;F;46;not_married;R;50;Corporate customer employee/ payroll scheme
55585809;2019-12-11 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ELB6QT;Vendex;T1D81N;Fast Food;ELB6QT;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
24083496;2019-10-17 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;E4ASA2;Vendex;T1D81N;Fast Food;E4ASA2;70;M;29;not_married;R;70;Regular retail banking customer
10617184;2019-10-21 00:00:00;200.0;5812;NOVOSIBIRSK;KTXO7 3XCW7D4O7;ELEQU4;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELEQU4;70;F;33;married;R;70;Regular retail banking customer
33118038;2019-11-04 00:00:00;160.0;5814;Moscow;LWK481 8XUD I731;0YSXHD;Upside Down Cake;LWK481 8XUD I731;Fast Food;0YSXHD;81;M;47;married;R;81;Affluent Banking payroll customer
